,date_time,open,high,low,close
0,06/01/2020 10:16:01,117605.0,117625.0,117555.0,117555.0
1,06/01/2020 10:17:01,117550.0,117575.0,117550.0,117565.0
2,06/01/2020 10:18:02,117565.0,117565.0,117535.0,117545.0
3,06/01/2020 10:19:00,117535.0,117540.0,117520.0,117520.0
4,06/01/2020 10:20:07,117520.0,117525.0,117490.0,117510.0
5,06/01/2020 10:21:00,117480.0,117480.0,117235.0,117265.0
6,06/01/2020 10:22:07,117265.0,117285.0,117245.0,117275.0
7,06/01/2020 10:23:00,117275.0,117275.0,117250.0,117265.0
8,06/01/2020 10:24:02,117275.0,117275.0,117210.0,117220.0
9,06/01/2020 10:25:00,117235.0,117255.0,117215.0,117235.0
10,06/01/2020 10:26:00,117235.0,117260.0,117165.0,117170.0
11,06/01/2020 10:27:01,117165.0,117215.0,117145.0,117150.0
12,06/01/2020 10:28:00,117150.0,117195.0,117150.0,117185.0
13,06/01/2020 10:29:00,117185.0,117200.0,117160.0,117160.0
14,06/01/2020 10:30:01,117165.0,117165.0,117125.0,117135.0
15,06/01/2020 10:31:00,117135.0,117140.0,117100.0,117140.0
16,06/01/2020 10:32:00,117140.0,117180.0,117110.0,117130.0
17,06/01/2020 10:33:00,117130.0,117130.0,117080.0,117080.0
18,06/01/2020 10:34:00,117075.0,117090.0,117060.0,117080.0
19,06/01/2020 10:35:00,117080.0,117155.0,117080.0,117155.0
20,06/01/2020 10:36:04,117155.0,117155.0,117100.0,117105.0
21,06/01/2020 10:37:00,117105.0,117115.0,117090.0,117115.0
22,06/01/2020 10:38:00,117115.0,117220.0,117090.0,117220.0
23,06/01/2020 10:39:00,117220.0,117290.0,117190.0,117290.0
24,06/01/2020 10:40:00,117290.0,117300.0,117260.0,117300.0
25,06/01/2020 10:41:04,117300.0,117315.0,117270.0,117300.0
26,06/01/2020 10:42:00,117300.0,117325.0,117280.0,117315.0
27,06/01/2020 10:43:00,117310.0,117325.0,117300.0,117305.0
28,06/01/2020 10:44:00,117305.0,117360.0,117305.0,117350.0
29,06/01/2020 10:45:01,117350.0,117350.0,117290.0,117310.0
30,06/01/2020 10:46:01,117320.0,117335.0,117285.0,117290.0
31,06/01/2020 10:47:01,117290.0,117345.0,117240.0,117300.0
32,06/01/2020 10:48:01,117305.0,117325.0,117225.0,117245.0
33,06/01/2020 10:49:00,117245.0,117255.0,117225.0,117255.0
34,06/01/2020 10:50:01,117255.0,117265.0,117220.0,117220.0
35,06/01/2020 10:51:00,117215.0,117265.0,117195.0,117195.0
36,06/01/2020 10:52:00,117195.0,117195.0,117090.0,117090.0
37,06/01/2020 10:53:00,117090.0,117145.0,117090.0,117095.0
38,06/01/2020 10:54:00,117095.0,117115.0,117025.0,117030.0
39,06/01/2020 10:55:00,117030.0,117055.0,117020.0,117050.0
40,06/01/2020 10:56:01,117045.0,117090.0,116990.0,116990.0
41,06/01/2020 10:57:01,116990.0,117130.0,116970.0,117130.0
42,06/01/2020 10:58:00,117130.0,117140.0,117095.0,117140.0
43,06/01/2020 10:59:01,117140.0,117195.0,117130.0,117195.0
44,06/01/2020 11:00:01,117195.0,117240.0,117185.0,117215.0
45,06/01/2020 11:01:00,117200.0,117215.0,117200.0,117205.0
46,06/01/2020 11:02:01,117205.0,117245.0,117205.0,117230.0
47,06/01/2020 11:03:00,117230.0,117240.0,117210.0,117210.0
48,06/01/2020 11:04:00,117210.0,117210.0,117140.0,117145.0
49,06/01/2020 11:05:00,117145.0,117150.0,117100.0,117150.0
50,06/01/2020 11:06:00,117145.0,117150.0,117135.0,117145.0
51,06/01/2020 11:07:01,117145.0,117220.0,117145.0,117215.0
52,06/01/2020 11:08:00,117205.0,117240.0,117205.0,117240.0
53,06/01/2020 11:09:00,117240.0,117240.0,117215.0,117215.0
54,06/01/2020 11:10:01,117215.0,117230.0,117200.0,117215.0
55,06/01/2020 11:11:01,117215.0,117260.0,117215.0,117255.0
56,06/01/2020 11:12:01,117255.0,117280.0,117245.0,117265.0
57,06/01/2020 11:13:00,117265.0,117290.0,117260.0,117290.0
58,06/01/2020 11:14:00,117290.0,117300.0,117255.0,117260.0
59,06/01/2020 11:15:01,117260.0,117290.0,117240.0,117270.0
60,06/01/2020 11:16:01,117265.0,117285.0,117250.0,117275.0
61,06/01/2020 11:17:02,117275.0,117330.0,117275.0,117325.0
