Dec 19 2019

|     time      |    action     |  current_op   |     price     | current_entry |  current_pts  |    balance    |    trades     |  trades_loss  |  trades_gain  | %_trades_gain |  total_gain   |  total_loss   | average_gain  | average_loss  |     1_mc      |     2_mc      |     3_mc      |     4_mc      |     5_mc      
|   13:47:01    |               |               | R$ 113040.00  |               |               |  -30.00 pts   |       7       |       3       |       4       |    57.14%     |  135.00 pts   |  -165.00 pts  |   33.75 pts   |  -55.00 pts   |   R$ -6.00    |   R$ -12.00   |   R$ -18.00   |   R$ -24.00   |   R$ -30.00   
|   13:48:01    |               |               | R$ 113055.00  |               |               |  -30.00 pts   |       7       |       3       |       4       |    57.14%     |  135.00 pts   |  -165.00 pts  |   33.75 pts   |  -55.00 pts   |   R$ -6.00    |   R$ -12.00   |   R$ -18.00   |   R$ -24.00   |   R$ -30.00   
|   13:49:01    |               |               | R$ 113050.00  |               |               |  -30.00 pts   |       7       |       3       |       4       |    57.14%     |  135.00 pts   |  -165.00 pts  |   33.75 pts   |  -55.00 pts   |   R$ -6.00    |   R$ -12.00   |   R$ -18.00   |   R$ -24.00   |   R$ -30.00   
|   13:50:01    |               |               | R$ 113045.00  |               |               |  -30.00 pts   |       7       |       3       |       4       |    57.14%     |  135.00 pts   |  -165.00 pts  |   33.75 pts   |  -55.00 pts   |   R$ -6.00    |   R$ -12.00   |   R$ -18.00   |   R$ -24.00   |   R$ -30.00   
|   13:51:01    |               |               | R$ 113055.00  |               |               |  -30.00 pts   |       7       |       3       |       4       |    57.14%     |  135.00 pts   |  -165.00 pts  |   33.75 pts   |  -55.00 pts   |   R$ -6.00    |   R$ -12.00   |   R$ -18.00   |   R$ -24.00   |   R$ -30.00   
|   13:52:00    |               |               | R$ 113045.00  |               |               |  -30.00 pts   |       7       |       3       |       4       |    57.14%     |  135.00 pts   |  -165.00 pts  |   33.75 pts   |  -55.00 pts   |   R$ -6.00    |   R$ -12.00   |   R$ -18.00   |   R$ -24.00   |   R$ -30.00   
|   13:53:00    |               |               | R$ 113040.00  |               |               |  -30.00 pts   |       7       |       3       |       4       |    57.14%     |  135.00 pts   |  -165.00 pts  |   33.75 pts   |  -55.00 pts   |   R$ -6.00    |   R$ -12.00   |   R$ -18.00   |   R$ -24.00   |   R$ -30.00   
|   13:54:01    |               |               | R$ 113045.00  |               |               |  -30.00 pts   |       7       |       3       |       4       |    57.14%     |  135.00 pts   |  -165.00 pts  |   33.75 pts   |  -55.00 pts   |   R$ -6.00    |   R$ -12.00   |   R$ -18.00   |   R$ -24.00   |   R$ -30.00   
|   13:55:00    |               |               | R$ 113060.00  |               |               |  -30.00 pts   |       7       |       3       |       4       |    57.14%     |  135.00 pts   |  -165.00 pts  |   33.75 pts   |  -55.00 pts   |   R$ -6.00    |   R$ -12.00   |   R$ -18.00   |   R$ -24.00   |   R$ -30.00   
|   13:56:00    |               |               | R$ 113035.00  |               |               |  -30.00 pts   |       7       |       3       |       4       |    57.14%     |  135.00 pts   |  -165.00 pts  |   33.75 pts   |  -55.00 pts   |   R$ -6.00    |   R$ -12.00   |   R$ -18.00   |   R$ -24.00   |   R$ -30.00   
|   13:57:01    |               |               | R$ 113060.00  |               |               |  -30.00 pts   |       7       |       3       |       4       |    57.14%     |  135.00 pts   |  -165.00 pts  |   33.75 pts   |  -55.00 pts   |   R$ -6.00    |   R$ -12.00   |   R$ -18.00   |   R$ -24.00   |   R$ -30.00   
|   13:58:01    |               |               | R$ 113065.00  |               |               |  -30.00 pts   |       7       |       3       |       4       |    57.14%     |  135.00 pts   |  -165.00 pts  |   33.75 pts   |  -55.00 pts   |   R$ -6.00    |   R$ -12.00   |   R$ -18.00   |   R$ -24.00   |   R$ -30.00   
|   13:59:00    |               |               | R$ 113055.00  |               |               |  -30.00 pts   |       7       |       3       |       4       |    57.14%     |  135.00 pts   |  -165.00 pts  |   33.75 pts   |  -55.00 pts   |   R$ -6.00    |   R$ -12.00   |   R$ -18.00   |   R$ -24.00   |   R$ -30.00   
|   14:00:01    |               |               | R$ 113050.00  |               |               |  -30.00 pts   |       7       |       3       |       4       |    57.14%     |  135.00 pts   |  -165.00 pts  |   33.75 pts   |  -55.00 pts   |   R$ -6.00    |   R$ -12.00   |   R$ -18.00   |   R$ -24.00   |   R$ -30.00   
|   14:01:01    |               |               | R$ 113040.00  |               |               |  -30.00 pts   |       7       |       3       |       4       |    57.14%     |  135.00 pts   |  -165.00 pts  |   33.75 pts   |  -55.00 pts   |   R$ -6.00    |   R$ -12.00   |   R$ -18.00   |   R$ -24.00   |   R$ -30.00   
|   14:02:00    |               |               | R$ 113050.00  |               |               |  -30.00 pts   |       7       |       3       |       4       |    57.14%     |  135.00 pts   |  -165.00 pts  |   33.75 pts   |  -55.00 pts   |   R$ -6.00    |   R$ -12.00   |   R$ -18.00   |   R$ -24.00   |   R$ -30.00   
|   14:03:01    |               |               | R$ 113050.00  |               |               |  -30.00 pts   |       7       |       3       |       4       |    57.14%     |  135.00 pts   |  -165.00 pts  |   33.75 pts   |  -55.00 pts   |   R$ -6.00    |   R$ -12.00   |   R$ -18.00   |   R$ -24.00   |   R$ -30.00   
|   14:04:00    |               |               | R$ 113070.00  |               |               |  -30.00 pts   |       7       |       3       |       4       |    57.14%     |  135.00 pts   |  -165.00 pts  |   33.75 pts   |  -55.00 pts   |   R$ -6.00    |   R$ -12.00   |   R$ -18.00   |   R$ -24.00   |   R$ -30.00   
|   14:05:00    |               |               | R$ 113155.00  |               |               |  -30.00 pts   |       7       |       3       |       4       |    57.14%     |  135.00 pts   |  -165.00 pts  |   33.75 pts   |  -55.00 pts   |   R$ -6.00    |   R$ -12.00   |   R$ -18.00   |   R$ -24.00   |   R$ -30.00   
|   14:06:00    |               |               | R$ 113130.00  |               |               |  -30.00 pts   |       7       |       3       |       4       |    57.14%     |  135.00 pts   |  -165.00 pts  |   33.75 pts   |  -55.00 pts   |   R$ -6.00    |   R$ -12.00   |   R$ -18.00   |   R$ -24.00   |   R$ -30.00   
|   14:07:01    |     sell      |     sell      | R$ 113135.00  | R$ 113135.00  |   0.00 pts    |  -30.00 pts   |       7       |       3       |       4       |    57.14%     |  135.00 pts   |  -165.00 pts  |   33.75 pts   |  -55.00 pts   |   R$ -6.00    |   R$ -12.00   |   R$ -18.00   |   R$ -24.00   |   R$ -30.00   
|   14:08:00    |               |     sell      | R$ 113110.00  | R$ 113135.00  |   25.00 pts   |  -30.00 pts   |       7       |       3       |       4       |    57.14%     |  135.00 pts   |  -165.00 pts  |   33.75 pts   |  -55.00 pts   |   R$ -6.00    |   R$ -12.00   |   R$ -18.00   |   R$ -24.00   |   R$ -30.00   
|   14:09:01    |               |     sell      | R$ 113110.00  | R$ 113135.00  |   25.00 pts   |  -30.00 pts   |       7       |       3       |       4       |    57.14%     |  135.00 pts   |  -165.00 pts  |   33.75 pts   |  -55.00 pts   |   R$ -6.00    |   R$ -12.00   |   R$ -18.00   |   R$ -24.00   |   R$ -30.00   
|   14:10:01    |               |     sell      | R$ 113120.00  | R$ 113135.00  |   15.00 pts   |  -30.00 pts   |       7       |       3       |       4       |    57.14%     |  135.00 pts   |  -165.00 pts  |   33.75 pts   |  -55.00 pts   |   R$ -6.00    |   R$ -12.00   |   R$ -18.00   |   R$ -24.00   |   R$ -30.00   
|   14:11:00    |               |     sell      | R$ 113110.00  | R$ 113135.00  |   25.00 pts   |  -30.00 pts   |       7       |       3       |       4       |    57.14%     |  135.00 pts   |  -165.00 pts  |   33.75 pts   |  -55.00 pts   |   R$ -6.00    |   R$ -12.00   |   R$ -18.00   |   R$ -24.00   |   R$ -30.00   
|   14:12:01    |               |     sell      | R$ 113115.00  | R$ 113135.00  |   20.00 pts   |  -30.00 pts   |       7       |       3       |       4       |    57.14%     |  135.00 pts   |  -165.00 pts  |   33.75 pts   |  -55.00 pts   |   R$ -6.00    |   R$ -12.00   |   R$ -18.00   |   R$ -24.00   |   R$ -30.00   
|   14:13:00    |               |     sell      | R$ 113150.00  | R$ 113135.00  |  -15.00 pts   |  -30.00 pts   |       7       |       3       |       4       |    57.14%     |  135.00 pts   |  -165.00 pts  |   33.75 pts   |  -55.00 pts   |   R$ -6.00    |   R$ -12.00   |   R$ -18.00   |   R$ -24.00   |   R$ -30.00   
|   14:14:00    |               |     sell      | R$ 113150.00  | R$ 113135.00  |  -15.00 pts   |  -30.00 pts   |       7       |       3       |       4       |    57.14%     |  135.00 pts   |  -165.00 pts  |   33.75 pts   |  -55.00 pts   |   R$ -6.00    |   R$ -12.00   |   R$ -18.00   |   R$ -24.00   |   R$ -30.00   
|   14:15:00    |               |     sell      | R$ 113160.00  | R$ 113135.00  |  -25.00 pts   |  -30.00 pts   |       7       |       3       |       4       |    57.14%     |  135.00 pts   |  -165.00 pts  |   33.75 pts   |  -55.00 pts   |   R$ -6.00    |   R$ -12.00   |   R$ -18.00   |   R$ -24.00   |   R$ -30.00   
|   14:16:00    |               |     sell      | R$ 113165.00  | R$ 113135.00  |  -30.00 pts   |  -30.00 pts   |       7       |       3       |       4       |    57.14%     |  135.00 pts   |  -165.00 pts  |   33.75 pts   |  -55.00 pts   |   R$ -6.00    |   R$ -12.00   |   R$ -18.00   |   R$ -24.00   |   R$ -30.00   
|   14:17:00    |               |     sell      | R$ 113150.00  | R$ 113135.00  |  -15.00 pts   |  -30.00 pts   |       7       |       3       |       4       |    57.14%     |  135.00 pts   |  -165.00 pts  |   33.75 pts   |  -55.00 pts   |   R$ -6.00    |   R$ -12.00   |   R$ -18.00   |   R$ -24.00   |   R$ -30.00   
|   14:18:00    |               |     sell      | R$ 113175.00  | R$ 113135.00  |  -40.00 pts   |  -30.00 pts   |       7       |       3       |       4       |    57.14%     |  135.00 pts   |  -165.00 pts  |   33.75 pts   |  -55.00 pts   |   R$ -6.00    |   R$ -12.00   |   R$ -18.00   |   R$ -24.00   |   R$ -30.00   
|   14:19:00    |      buy      |               | R$ 113125.00  |               |   10.00 pts   |  -20.00 pts   |       8       |       3       |       5       |    62.50%     |  145.00 pts   |  -165.00 pts  |   29.00 pts   |  -55.00 pts   |   R$ -4.00    |   R$ -8.00    |   R$ -12.00   |   R$ -16.00   |   R$ -20.00   
|   14:20:00    |               |               | R$ 113120.00  |               |               |  -20.00 pts   |       8       |       3       |       5       |    62.50%     |  145.00 pts   |  -165.00 pts  |   29.00 pts   |  -55.00 pts   |   R$ -4.00    |   R$ -8.00    |   R$ -12.00   |   R$ -16.00   |   R$ -20.00   
|   14:21:00    |               |               | R$ 113125.00  |               |               |  -20.00 pts   |       8       |       3       |       5       |    62.50%     |  145.00 pts   |  -165.00 pts  |   29.00 pts   |  -55.00 pts   |   R$ -4.00    |   R$ -8.00    |   R$ -12.00   |   R$ -16.00   |   R$ -20.00   
|   14:22:00    |               |               | R$ 113125.00  |               |               |  -20.00 pts   |       8       |       3       |       5       |    62.50%     |  145.00 pts   |  -165.00 pts  |   29.00 pts   |  -55.00 pts   |   R$ -4.00    |   R$ -8.00    |   R$ -12.00   |   R$ -16.00   |   R$ -20.00   
|   14:23:01    |               |               | R$ 113135.00  |               |               |  -20.00 pts   |       8       |       3       |       5       |    62.50%     |  145.00 pts   |  -165.00 pts  |   29.00 pts   |  -55.00 pts   |   R$ -4.00    |   R$ -8.00    |   R$ -12.00   |   R$ -16.00   |   R$ -20.00   
|   14:24:07    |               |               | R$ 113140.00  |               |               |  -20.00 pts   |       8       |       3       |       5       |    62.50%     |  145.00 pts   |  -165.00 pts  |   29.00 pts   |  -55.00 pts   |   R$ -4.00    |   R$ -8.00    |   R$ -12.00   |   R$ -16.00   |   R$ -20.00   
|   14:25:00    |               |               | R$ 113125.00  |               |               |  -20.00 pts   |       8       |       3       |       5       |    62.50%     |  145.00 pts   |  -165.00 pts  |   29.00 pts   |  -55.00 pts   |   R$ -4.00    |   R$ -8.00    |   R$ -12.00   |   R$ -16.00   |   R$ -20.00   
|   14:26:00    |               |               | R$ 113130.00  |               |               |  -20.00 pts   |       8       |       3       |       5       |    62.50%     |  145.00 pts   |  -165.00 pts  |   29.00 pts   |  -55.00 pts   |   R$ -4.00    |   R$ -8.00    |   R$ -12.00   |   R$ -16.00   |   R$ -20.00   
|   14:27:02    |               |               | R$ 113125.00  |               |               |  -20.00 pts   |       8       |       3       |       5       |    62.50%     |  145.00 pts   |  -165.00 pts  |   29.00 pts   |  -55.00 pts   |   R$ -4.00    |   R$ -8.00    |   R$ -12.00   |   R$ -16.00   |   R$ -20.00   
|   14:28:01    |               |               | R$ 113080.00  |               |               |  -20.00 pts   |       8       |       3       |       5       |    62.50%     |  145.00 pts   |  -165.00 pts  |   29.00 pts   |  -55.00 pts   |   R$ -4.00    |   R$ -8.00    |   R$ -12.00   |   R$ -16.00   |   R$ -20.00   
|   14:29:00    |      buy      |      buy      | R$ 113090.00  | R$ 113090.00  |   0.00 pts    |  -20.00 pts   |       8       |       3       |       5       |    62.50%     |  145.00 pts   |  -165.00 pts  |   29.00 pts   |  -55.00 pts   |   R$ -4.00    |   R$ -8.00    |   R$ -12.00   |   R$ -16.00   |   R$ -20.00   
|   14:30:01    |               |      buy      | R$ 113095.00  | R$ 113090.00  |   5.00 pts    |  -20.00 pts   |       8       |       3       |       5       |    62.50%     |  145.00 pts   |  -165.00 pts  |   29.00 pts   |  -55.00 pts   |   R$ -4.00    |   R$ -8.00    |   R$ -12.00   |   R$ -16.00   |   R$ -20.00   
|   14:31:00    |               |      buy      | R$ 113105.00  | R$ 113090.00  |   15.00 pts   |  -20.00 pts   |       8       |       3       |       5       |    62.50%     |  145.00 pts   |  -165.00 pts  |   29.00 pts   |  -55.00 pts   |   R$ -4.00    |   R$ -8.00    |   R$ -12.00   |   R$ -16.00   |   R$ -20.00   
|   14:32:01    |               |      buy      | R$ 113090.00  | R$ 113090.00  |   0.00 pts    |  -20.00 pts   |       8       |       3       |       5       |    62.50%     |  145.00 pts   |  -165.00 pts  |   29.00 pts   |  -55.00 pts   |   R$ -4.00    |   R$ -8.00    |   R$ -12.00   |   R$ -16.00   |   R$ -20.00   
|   14:33:02    |               |      buy      | R$ 113100.00  | R$ 113090.00  |   10.00 pts   |  -20.00 pts   |       8       |       3       |       5       |    62.50%     |  145.00 pts   |  -165.00 pts  |   29.00 pts   |  -55.00 pts   |   R$ -4.00    |   R$ -8.00    |   R$ -12.00   |   R$ -16.00   |   R$ -20.00   
|   14:34:01    |               |      buy      | R$ 113075.00  | R$ 113090.00  |  -15.00 pts   |  -20.00 pts   |       8       |       3       |       5       |    62.50%     |  145.00 pts   |  -165.00 pts  |   29.00 pts   |  -55.00 pts   |   R$ -4.00    |   R$ -8.00    |   R$ -12.00   |   R$ -16.00   |   R$ -20.00   
|   14:35:01    |               |      buy      | R$ 113050.00  | R$ 113090.00  |  -40.00 pts   |  -20.00 pts   |       8       |       3       |       5       |    62.50%     |  145.00 pts   |  -165.00 pts  |   29.00 pts   |  -55.00 pts   |   R$ -4.00    |   R$ -8.00    |   R$ -12.00   |   R$ -16.00   |   R$ -20.00   
|   14:36:01    |               |      buy      | R$ 113070.00  | R$ 113090.00  |  -20.00 pts   |  -20.00 pts   |       8       |       3       |       5       |    62.50%     |  145.00 pts   |  -165.00 pts  |   29.00 pts   |  -55.00 pts   |   R$ -4.00    |   R$ -8.00    |   R$ -12.00   |   R$ -16.00   |   R$ -20.00   
|   14:37:00    |               |      buy      | R$ 113075.00  | R$ 113090.00  |  -15.00 pts   |  -20.00 pts   |       8       |       3       |       5       |    62.50%     |  145.00 pts   |  -165.00 pts  |   29.00 pts   |  -55.00 pts   |   R$ -4.00    |   R$ -8.00    |   R$ -12.00   |   R$ -16.00   |   R$ -20.00   
|   14:38:01    |               |      buy      | R$ 113090.00  | R$ 113090.00  |   0.00 pts    |  -20.00 pts   |       8       |       3       |       5       |    62.50%     |  145.00 pts   |  -165.00 pts  |   29.00 pts   |  -55.00 pts   |   R$ -4.00    |   R$ -8.00    |   R$ -12.00   |   R$ -16.00   |   R$ -20.00   
|   14:39:00    |     sell      |               | R$ 113115.00  |               |   25.00 pts   |   5.00 pts    |       9       |       3       |       6       |    66.67%     |  170.00 pts   |  -165.00 pts  |   28.33 pts   |  -55.00 pts   |    R$ 1.00    |    R$ 2.00    |    R$ 3.00    |    R$ 4.00    |    R$ 5.00    
|   14:40:00    |               |               | R$ 113115.00  |               |               |   5.00 pts    |       9       |       3       |       6       |    66.67%     |  170.00 pts   |  -165.00 pts  |   28.33 pts   |  -55.00 pts   |    R$ 1.00    |    R$ 2.00    |    R$ 3.00    |    R$ 4.00    |    R$ 5.00    
|   14:41:01    |               |               | R$ 113105.00  |               |               |   5.00 pts    |       9       |       3       |       6       |    66.67%     |  170.00 pts   |  -165.00 pts  |   28.33 pts   |  -55.00 pts   |    R$ 1.00    |    R$ 2.00    |    R$ 3.00    |    R$ 4.00    |    R$ 5.00    
|   14:42:00    |               |               | R$ 113095.00  |               |               |   5.00 pts    |       9       |       3       |       6       |    66.67%     |  170.00 pts   |  -165.00 pts  |   28.33 pts   |  -55.00 pts   |    R$ 1.00    |    R$ 2.00    |    R$ 3.00    |    R$ 4.00    |    R$ 5.00    
|   14:43:01    |               |               | R$ 113100.00  |               |               |   5.00 pts    |       9       |       3       |       6       |    66.67%     |  170.00 pts   |  -165.00 pts  |   28.33 pts   |  -55.00 pts   |    R$ 1.00    |    R$ 2.00    |    R$ 3.00    |    R$ 4.00    |    R$ 5.00    
|   14:44:01    |               |               | R$ 113080.00  |               |               |   5.00 pts    |       9       |       3       |       6       |    66.67%     |  170.00 pts   |  -165.00 pts  |   28.33 pts   |  -55.00 pts   |    R$ 1.00    |    R$ 2.00    |    R$ 3.00    |    R$ 4.00    |    R$ 5.00    
|   14:45:00    |               |               | R$ 113100.00  |               |               |   5.00 pts    |       9       |       3       |       6       |    66.67%     |  170.00 pts   |  -165.00 pts  |   28.33 pts   |  -55.00 pts   |    R$ 1.00    |    R$ 2.00    |    R$ 3.00    |    R$ 4.00    |    R$ 5.00    
|   14:46:01    |               |               | R$ 113120.00  |               |               |   5.00 pts    |       9       |       3       |       6       |    66.67%     |  170.00 pts   |  -165.00 pts  |   28.33 pts   |  -55.00 pts   |    R$ 1.00    |    R$ 2.00    |    R$ 3.00    |    R$ 4.00    |    R$ 5.00    
|   14:47:00    |               |               | R$ 113105.00  |               |               |   5.00 pts    |       9       |       3       |       6       |    66.67%     |  170.00 pts   |  -165.00 pts  |   28.33 pts   |  -55.00 pts   |    R$ 1.00    |    R$ 2.00    |    R$ 3.00    |    R$ 4.00    |    R$ 5.00    
|   14:48:00    |               |               | R$ 113115.00  |               |               |   5.00 pts    |       9       |       3       |       6       |    66.67%     |  170.00 pts   |  -165.00 pts  |   28.33 pts   |  -55.00 pts   |    R$ 1.00    |    R$ 2.00    |    R$ 3.00    |    R$ 4.00    |    R$ 5.00    
|   14:49:01    |               |               | R$ 113110.00  |               |               |   5.00 pts    |       9       |       3       |       6       |    66.67%     |  170.00 pts   |  -165.00 pts  |   28.33 pts   |  -55.00 pts   |    R$ 1.00    |    R$ 2.00    |    R$ 3.00    |    R$ 4.00    |    R$ 5.00    
|   14:50:00    |               |               | R$ 113115.00  |               |               |   5.00 pts    |       9       |       3       |       6       |    66.67%     |  170.00 pts   |  -165.00 pts  |   28.33 pts   |  -55.00 pts   |    R$ 1.00    |    R$ 2.00    |    R$ 3.00    |    R$ 4.00    |    R$ 5.00    
|   14:51:00    |               |               | R$ 113105.00  |               |               |   5.00 pts    |       9       |       3       |       6       |    66.67%     |  170.00 pts   |  -165.00 pts  |   28.33 pts   |  -55.00 pts   |    R$ 1.00    |    R$ 2.00    |    R$ 3.00    |    R$ 4.00    |    R$ 5.00    
|   14:52:02    |               |               | R$ 113105.00  |               |               |   5.00 pts    |       9       |       3       |       6       |    66.67%     |  170.00 pts   |  -165.00 pts  |   28.33 pts   |  -55.00 pts   |    R$ 1.00    |    R$ 2.00    |    R$ 3.00    |    R$ 4.00    |    R$ 5.00    
|   14:53:00    |               |               | R$ 113095.00  |               |               |   5.00 pts    |       9       |       3       |       6       |    66.67%     |  170.00 pts   |  -165.00 pts  |   28.33 pts   |  -55.00 pts   |    R$ 1.00    |    R$ 2.00    |    R$ 3.00    |    R$ 4.00    |    R$ 5.00    
|   14:54:01    |               |               | R$ 113090.00  |               |               |   5.00 pts    |       9       |       3       |       6       |    66.67%     |  170.00 pts   |  -165.00 pts  |   28.33 pts   |  -55.00 pts   |    R$ 1.00    |    R$ 2.00    |    R$ 3.00    |    R$ 4.00    |    R$ 5.00    
|   14:55:01    |               |               | R$ 113085.00  |               |               |   5.00 pts    |       9       |       3       |       6       |    66.67%     |  170.00 pts   |  -165.00 pts  |   28.33 pts   |  -55.00 pts   |    R$ 1.00    |    R$ 2.00    |    R$ 3.00    |    R$ 4.00    |    R$ 5.00    
|   14:56:00    |               |               | R$ 113110.00  |               |               |   5.00 pts    |       9       |       3       |       6       |    66.67%     |  170.00 pts   |  -165.00 pts  |   28.33 pts   |  -55.00 pts   |    R$ 1.00    |    R$ 2.00    |    R$ 3.00    |    R$ 4.00    |    R$ 5.00    
|   14:57:00    |               |               | R$ 113130.00  |               |               |   5.00 pts    |       9       |       3       |       6       |    66.67%     |  170.00 pts   |  -165.00 pts  |   28.33 pts   |  -55.00 pts   |    R$ 1.00    |    R$ 2.00    |    R$ 3.00    |    R$ 4.00    |    R$ 5.00    
|   14:58:01    |               |               | R$ 113150.00  |               |               |   5.00 pts    |       9       |       3       |       6       |    66.67%     |  170.00 pts   |  -165.00 pts  |   28.33 pts   |  -55.00 pts   |    R$ 1.00    |    R$ 2.00    |    R$ 3.00    |    R$ 4.00    |    R$ 5.00    
|   14:59:01    |               |               | R$ 113175.00  |               |               |   5.00 pts    |       9       |       3       |       6       |    66.67%     |  170.00 pts   |  -165.00 pts  |   28.33 pts   |  -55.00 pts   |    R$ 1.00    |    R$ 2.00    |    R$ 3.00    |    R$ 4.00    |    R$ 5.00    
|   15:00:03    |               |               | R$ 113180.00  |               |               |   5.00 pts    |       9       |       3       |       6       |    66.67%     |  170.00 pts   |  -165.00 pts  |   28.33 pts   |  -55.00 pts   |    R$ 1.00    |    R$ 2.00    |    R$ 3.00    |    R$ 4.00    |    R$ 5.00    
|   15:01:00    |               |               | R$ 113265.00  |               |               |   5.00 pts    |       9       |       3       |       6       |    66.67%     |  170.00 pts   |  -165.00 pts  |   28.33 pts   |  -55.00 pts   |    R$ 1.00    |    R$ 2.00    |    R$ 3.00    |    R$ 4.00    |    R$ 5.00    
|   15:02:01    |               |               | R$ 113290.00  |               |               |   5.00 pts    |       9       |       3       |       6       |    66.67%     |  170.00 pts   |  -165.00 pts  |   28.33 pts   |  -55.00 pts   |    R$ 1.00    |    R$ 2.00    |    R$ 3.00    |    R$ 4.00    |    R$ 5.00    
|   15:03:00    |               |               | R$ 113325.00  |               |               |   5.00 pts    |       9       |       3       |       6       |    66.67%     |  170.00 pts   |  -165.00 pts  |   28.33 pts   |  -55.00 pts   |    R$ 1.00    |    R$ 2.00    |    R$ 3.00    |    R$ 4.00    |    R$ 5.00    
|   15:04:00    |               |               | R$ 113370.00  |               |               |   5.00 pts    |       9       |       3       |       6       |    66.67%     |  170.00 pts   |  -165.00 pts  |   28.33 pts   |  -55.00 pts   |    R$ 1.00    |    R$ 2.00    |    R$ 3.00    |    R$ 4.00    |    R$ 5.00    
|   15:05:01    |               |               | R$ 113435.00  |               |               |   5.00 pts    |       9       |       3       |       6       |    66.67%     |  170.00 pts   |  -165.00 pts  |   28.33 pts   |  -55.00 pts   |    R$ 1.00    |    R$ 2.00    |    R$ 3.00    |    R$ 4.00    |    R$ 5.00    
|   15:06:00    |               |               | R$ 113480.00  |               |               |   5.00 pts    |       9       |       3       |       6       |    66.67%     |  170.00 pts   |  -165.00 pts  |   28.33 pts   |  -55.00 pts   |    R$ 1.00    |    R$ 2.00    |    R$ 3.00    |    R$ 4.00    |    R$ 5.00    
|   15:07:01    |               |               | R$ 113425.00  |               |               |   5.00 pts    |       9       |       3       |       6       |    66.67%     |  170.00 pts   |  -165.00 pts  |   28.33 pts   |  -55.00 pts   |    R$ 1.00    |    R$ 2.00    |    R$ 3.00    |    R$ 4.00    |    R$ 5.00    
|   15:08:01    |               |               | R$ 113480.00  |               |               |   5.00 pts    |       9       |       3       |       6       |    66.67%     |  170.00 pts   |  -165.00 pts  |   28.33 pts   |  -55.00 pts   |    R$ 1.00    |    R$ 2.00    |    R$ 3.00    |    R$ 4.00    |    R$ 5.00    
|   15:09:00    |               |               | R$ 113595.00  |               |               |   5.00 pts    |       9       |       3       |       6       |    66.67%     |  170.00 pts   |  -165.00 pts  |   28.33 pts   |  -55.00 pts   |    R$ 1.00    |    R$ 2.00    |    R$ 3.00    |    R$ 4.00    |    R$ 5.00    
|   15:10:00    |               |               | R$ 113595.00  |               |               |   5.00 pts    |       9       |       3       |       6       |    66.67%     |  170.00 pts   |  -165.00 pts  |   28.33 pts   |  -55.00 pts   |    R$ 1.00    |    R$ 2.00    |    R$ 3.00    |    R$ 4.00    |    R$ 5.00    
|   15:11:01    |               |               | R$ 113585.00  |               |               |   5.00 pts    |       9       |       3       |       6       |    66.67%     |  170.00 pts   |  -165.00 pts  |   28.33 pts   |  -55.00 pts   |    R$ 1.00    |    R$ 2.00    |    R$ 3.00    |    R$ 4.00    |    R$ 5.00    
|   15:12:01    |               |               | R$ 113605.00  |               |               |   5.00 pts    |       9       |       3       |       6       |    66.67%     |  170.00 pts   |  -165.00 pts  |   28.33 pts   |  -55.00 pts   |    R$ 1.00    |    R$ 2.00    |    R$ 3.00    |    R$ 4.00    |    R$ 5.00    
|   15:13:01    |               |               | R$ 113600.00  |               |               |   5.00 pts    |       9       |       3       |       6       |    66.67%     |  170.00 pts   |  -165.00 pts  |   28.33 pts   |  -55.00 pts   |    R$ 1.00    |    R$ 2.00    |    R$ 3.00    |    R$ 4.00    |    R$ 5.00    
|   15:14:00    |               |               | R$ 113620.00  |               |               |   5.00 pts    |       9       |       3       |       6       |    66.67%     |  170.00 pts   |  -165.00 pts  |   28.33 pts   |  -55.00 pts   |    R$ 1.00    |    R$ 2.00    |    R$ 3.00    |    R$ 4.00    |    R$ 5.00    
|   15:15:00    |               |               | R$ 113780.00  |               |               |   5.00 pts    |       9       |       3       |       6       |    66.67%     |  170.00 pts   |  -165.00 pts  |   28.33 pts   |  -55.00 pts   |    R$ 1.00    |    R$ 2.00    |    R$ 3.00    |    R$ 4.00    |    R$ 5.00    
|   15:16:01    |     sell      |     sell      | R$ 113625.00  | R$ 113625.00  |   0.00 pts    |   5.00 pts    |       9       |       3       |       6       |    66.67%     |  170.00 pts   |  -165.00 pts  |   28.33 pts   |  -55.00 pts   |    R$ 1.00    |    R$ 2.00    |    R$ 3.00    |    R$ 4.00    |    R$ 5.00    
|   15:17:00    |               |     sell      | R$ 113630.00  | R$ 113625.00  |   -5.00 pts   |   5.00 pts    |       9       |       3       |       6       |    66.67%     |  170.00 pts   |  -165.00 pts  |   28.33 pts   |  -55.00 pts   |    R$ 1.00    |    R$ 2.00    |    R$ 3.00    |    R$ 4.00    |    R$ 5.00    
|   15:18:01    |      buy      |               | R$ 113845.00  |               |  -220.00 pts  |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   15:19:01    |               |               | R$ 113710.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
