Dec 19 2019

|     time      |    action     |  current_op   |     price     | current_entry |  current_pts  |    balance    |    trades     |  trades_loss  |  trades_gain  | %_trades_gain |  total_gain   |  total_loss   | average_gain  | average_loss  |     1_mc      |     2_mc      |     3_mc      |     4_mc      |     5_mc      
|   15:20:00    |               |               | R$ 113725.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   15:21:01    |               |               | R$ 113795.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   15:22:01    |               |               | R$ 113820.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   15:23:01    |               |               | R$ 113795.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   15:24:00    |               |               | R$ 113850.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   15:25:00    |               |               | R$ 113910.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   15:26:00    |               |               | R$ 113975.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   15:27:00    |               |               | R$ 113965.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   15:28:00    |               |               | R$ 113900.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   15:29:00    |               |               | R$ 113945.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   15:30:01    |               |               | R$ 113950.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   15:31:00    |               |               | R$ 113950.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   15:32:01    |               |               | R$ 113925.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   15:33:00    |               |               | R$ 113825.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   15:34:00    |               |               | R$ 113875.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   15:35:01    |               |               | R$ 113770.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   15:36:00    |               |               | R$ 113845.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   15:37:01    |               |               | R$ 113880.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   15:38:00    |               |               | R$ 113860.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   15:39:01    |               |               | R$ 113875.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   15:40:01    |               |               | R$ 113865.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   15:41:01    |               |               | R$ 113870.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   15:42:01    |               |               | R$ 113895.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   15:43:01    |               |               | R$ 113850.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   15:44:01    |               |               | R$ 113865.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   15:45:00    |               |               | R$ 113870.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   15:46:01    |               |               | R$ 113835.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   15:47:00    |               |               | R$ 113850.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   15:48:01    |               |               | R$ 113865.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   15:49:00    |               |               | R$ 113850.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   15:50:00    |               |               | R$ 113885.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   15:51:01    |               |               | R$ 113890.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   15:52:01    |               |               | R$ 113860.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   15:53:00    |               |               | R$ 113845.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   15:54:00    |               |               | R$ 113825.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   15:55:01    |               |               | R$ 113835.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   15:56:05    |               |               | R$ 113840.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   15:57:01    |               |               | R$ 113870.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   15:58:00    |               |               | R$ 113870.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   15:59:01    |               |               | R$ 113860.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   16:00:01    |               |               | R$ 113850.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   16:01:00    |               |               | R$ 113895.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   16:02:00    |               |               | R$ 113875.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   16:03:00    |               |               | R$ 113910.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   16:04:01    |               |               | R$ 113885.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   16:05:01    |               |               | R$ 113930.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   16:06:01    |               |               | R$ 113915.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   16:07:00    |               |               | R$ 113895.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   16:08:00    |               |               | R$ 113930.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   16:09:00    |               |               | R$ 113950.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   16:10:00    |               |               | R$ 113945.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   16:11:01    |               |               | R$ 113940.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   16:12:00    |               |               | R$ 113950.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   16:13:00    |               |               | R$ 113945.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   16:14:01    |               |               | R$ 113950.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   16:15:01    |               |               | R$ 113965.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   16:16:01    |               |               | R$ 113980.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   16:17:00    |               |               | R$ 113990.00  |               |               |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   16:18:01    |     sell      |     sell      | R$ 113980.00  | R$ 113980.00  |   0.00 pts    |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   16:19:00    |               |     sell      | R$ 113980.00  | R$ 113980.00  |   0.00 pts    |  -215.00 pts  |      10       |       4       |       6       |    60.00%     |  170.00 pts   |  -385.00 pts  |   28.33 pts   |  -96.25 pts   |   R$ -43.00   |   R$ -86.00   |  R$ -129.00   |  R$ -172.00   |  R$ -215.00   
|   16:20:01    |      buy      |               | R$ 114105.00  |               |  -125.00 pts  |  -340.00 pts  |      11       |       5       |       6       |    54.55%     |  170.00 pts   |  -510.00 pts  |   28.33 pts   |  -102.00 pts  |   R$ -68.00   |  R$ -136.00   |  R$ -204.00   |  R$ -272.00   |  R$ -340.00   
|   16:21:01    |               |               | R$ 114085.00  |               |               |  -340.00 pts  |      11       |       5       |       6       |    54.55%     |  170.00 pts   |  -510.00 pts  |   28.33 pts   |  -102.00 pts  |   R$ -68.00   |  R$ -136.00   |  R$ -204.00   |  R$ -272.00   |  R$ -340.00   
|   16:22:01    |               |               | R$ 114045.00  |               |               |  -340.00 pts  |      11       |       5       |       6       |    54.55%     |  170.00 pts   |  -510.00 pts  |   28.33 pts   |  -102.00 pts  |   R$ -68.00   |  R$ -136.00   |  R$ -204.00   |  R$ -272.00   |  R$ -340.00   
|   16:23:00    |               |               | R$ 114055.00  |               |               |  -340.00 pts  |      11       |       5       |       6       |    54.55%     |  170.00 pts   |  -510.00 pts  |   28.33 pts   |  -102.00 pts  |   R$ -68.00   |  R$ -136.00   |  R$ -204.00   |  R$ -272.00   |  R$ -340.00   
|   16:24:01    |               |               | R$ 114060.00  |               |               |  -340.00 pts  |      11       |       5       |       6       |    54.55%     |  170.00 pts   |  -510.00 pts  |   28.33 pts   |  -102.00 pts  |   R$ -68.00   |  R$ -136.00   |  R$ -204.00   |  R$ -272.00   |  R$ -340.00   
|   16:25:01    |               |               | R$ 114055.00  |               |               |  -340.00 pts  |      11       |       5       |       6       |    54.55%     |  170.00 pts   |  -510.00 pts  |   28.33 pts   |  -102.00 pts  |   R$ -68.00   |  R$ -136.00   |  R$ -204.00   |  R$ -272.00   |  R$ -340.00   
|   16:26:06    |               |               | R$ 114050.00  |               |               |  -340.00 pts  |      11       |       5       |       6       |    54.55%     |  170.00 pts   |  -510.00 pts  |   28.33 pts   |  -102.00 pts  |   R$ -68.00   |  R$ -136.00   |  R$ -204.00   |  R$ -272.00   |  R$ -340.00   
|   16:27:00    |               |               | R$ 114035.00  |               |               |  -340.00 pts  |      11       |       5       |       6       |    54.55%     |  170.00 pts   |  -510.00 pts  |   28.33 pts   |  -102.00 pts  |   R$ -68.00   |  R$ -136.00   |  R$ -204.00   |  R$ -272.00   |  R$ -340.00   
|   16:28:00    |               |               | R$ 114015.00  |               |               |  -340.00 pts  |      11       |       5       |       6       |    54.55%     |  170.00 pts   |  -510.00 pts  |   28.33 pts   |  -102.00 pts  |   R$ -68.00   |  R$ -136.00   |  R$ -204.00   |  R$ -272.00   |  R$ -340.00   
|   16:29:01    |               |               | R$ 114025.00  |               |               |  -340.00 pts  |      11       |       5       |       6       |    54.55%     |  170.00 pts   |  -510.00 pts  |   28.33 pts   |  -102.00 pts  |   R$ -68.00   |  R$ -136.00   |  R$ -204.00   |  R$ -272.00   |  R$ -340.00   
|   16:30:01    |               |               | R$ 114035.00  |               |               |  -340.00 pts  |      11       |       5       |       6       |    54.55%     |  170.00 pts   |  -510.00 pts  |   28.33 pts   |  -102.00 pts  |   R$ -68.00   |  R$ -136.00   |  R$ -204.00   |  R$ -272.00   |  R$ -340.00   
|   16:31:00    |               |               | R$ 114030.00  |               |               |  -340.00 pts  |      11       |       5       |       6       |    54.55%     |  170.00 pts   |  -510.00 pts  |   28.33 pts   |  -102.00 pts  |   R$ -68.00   |  R$ -136.00   |  R$ -204.00   |  R$ -272.00   |  R$ -340.00   
|   16:32:00    |               |               | R$ 114025.00  |               |               |  -340.00 pts  |      11       |       5       |       6       |    54.55%     |  170.00 pts   |  -510.00 pts  |   28.33 pts   |  -102.00 pts  |   R$ -68.00   |  R$ -136.00   |  R$ -204.00   |  R$ -272.00   |  R$ -340.00   
|   16:33:01    |               |               | R$ 114025.00  |               |               |  -340.00 pts  |      11       |       5       |       6       |    54.55%     |  170.00 pts   |  -510.00 pts  |   28.33 pts   |  -102.00 pts  |   R$ -68.00   |  R$ -136.00   |  R$ -204.00   |  R$ -272.00   |  R$ -340.00   
|   16:34:00    |               |               | R$ 114030.00  |               |               |  -340.00 pts  |      11       |       5       |       6       |    54.55%     |  170.00 pts   |  -510.00 pts  |   28.33 pts   |  -102.00 pts  |   R$ -68.00   |  R$ -136.00   |  R$ -204.00   |  R$ -272.00   |  R$ -340.00   
|   16:35:01    |               |               | R$ 114045.00  |               |               |  -340.00 pts  |      11       |       5       |       6       |    54.55%     |  170.00 pts   |  -510.00 pts  |   28.33 pts   |  -102.00 pts  |   R$ -68.00   |  R$ -136.00   |  R$ -204.00   |  R$ -272.00   |  R$ -340.00   
|   16:36:01    |               |               | R$ 114035.00  |               |               |  -340.00 pts  |      11       |       5       |       6       |    54.55%     |  170.00 pts   |  -510.00 pts  |   28.33 pts   |  -102.00 pts  |   R$ -68.00   |  R$ -136.00   |  R$ -204.00   |  R$ -272.00   |  R$ -340.00   
|   16:37:02    |               |               | R$ 114035.00  |               |               |  -340.00 pts  |      11       |       5       |       6       |    54.55%     |  170.00 pts   |  -510.00 pts  |   28.33 pts   |  -102.00 pts  |   R$ -68.00   |  R$ -136.00   |  R$ -204.00   |  R$ -272.00   |  R$ -340.00   
|   16:38:00    |               |               | R$ 114015.00  |               |               |  -340.00 pts  |      11       |       5       |       6       |    54.55%     |  170.00 pts   |  -510.00 pts  |   28.33 pts   |  -102.00 pts  |   R$ -68.00   |  R$ -136.00   |  R$ -204.00   |  R$ -272.00   |  R$ -340.00   
|   16:39:00    |               |               | R$ 114015.00  |               |               |  -340.00 pts  |      11       |       5       |       6       |    54.55%     |  170.00 pts   |  -510.00 pts  |   28.33 pts   |  -102.00 pts  |   R$ -68.00   |  R$ -136.00   |  R$ -204.00   |  R$ -272.00   |  R$ -340.00   
|   16:40:00    |               |               | R$ 114025.00  |               |               |  -340.00 pts  |      11       |       5       |       6       |    54.55%     |  170.00 pts   |  -510.00 pts  |   28.33 pts   |  -102.00 pts  |   R$ -68.00   |  R$ -136.00   |  R$ -204.00   |  R$ -272.00   |  R$ -340.00   
|   16:41:00    |               |               | R$ 114025.00  |               |               |  -340.00 pts  |      11       |       5       |       6       |    54.55%     |  170.00 pts   |  -510.00 pts  |   28.33 pts   |  -102.00 pts  |   R$ -68.00   |  R$ -136.00   |  R$ -204.00   |  R$ -272.00   |  R$ -340.00   
|   16:42:00    |               |               | R$ 114025.00  |               |               |  -340.00 pts  |      11       |       5       |       6       |    54.55%     |  170.00 pts   |  -510.00 pts  |   28.33 pts   |  -102.00 pts  |   R$ -68.00   |  R$ -136.00   |  R$ -204.00   |  R$ -272.00   |  R$ -340.00   
|   16:43:00    |               |               | R$ 114035.00  |               |               |  -340.00 pts  |      11       |       5       |       6       |    54.55%     |  170.00 pts   |  -510.00 pts  |   28.33 pts   |  -102.00 pts  |   R$ -68.00   |  R$ -136.00   |  R$ -204.00   |  R$ -272.00   |  R$ -340.00   
|   16:44:01    |               |               | R$ 114055.00  |               |               |  -340.00 pts  |      11       |       5       |       6       |    54.55%     |  170.00 pts   |  -510.00 pts  |   28.33 pts   |  -102.00 pts  |   R$ -68.00   |  R$ -136.00   |  R$ -204.00   |  R$ -272.00   |  R$ -340.00   
|   16:45:00    |               |               | R$ 114040.00  |               |               |  -340.00 pts  |      11       |       5       |       6       |    54.55%     |  170.00 pts   |  -510.00 pts  |   28.33 pts   |  -102.00 pts  |   R$ -68.00   |  R$ -136.00   |  R$ -204.00   |  R$ -272.00   |  R$ -340.00   
|   16:46:00    |               |               | R$ 114020.00  |               |               |  -340.00 pts  |      11       |       5       |       6       |    54.55%     |  170.00 pts   |  -510.00 pts  |   28.33 pts   |  -102.00 pts  |   R$ -68.00   |  R$ -136.00   |  R$ -204.00   |  R$ -272.00   |  R$ -340.00   
|   16:47:00    |               |               | R$ 114005.00  |               |               |  -340.00 pts  |      11       |       5       |       6       |    54.55%     |  170.00 pts   |  -510.00 pts  |   28.33 pts   |  -102.00 pts  |   R$ -68.00   |  R$ -136.00   |  R$ -204.00   |  R$ -272.00   |  R$ -340.00   
|   16:48:01    |               |               | R$ 114030.00  |               |               |  -340.00 pts  |      11       |       5       |       6       |    54.55%     |  170.00 pts   |  -510.00 pts  |   28.33 pts   |  -102.00 pts  |   R$ -68.00   |  R$ -136.00   |  R$ -204.00   |  R$ -272.00   |  R$ -340.00   
|   16:49:00    |               |               | R$ 114015.00  |               |               |  -340.00 pts  |      11       |       5       |       6       |    54.55%     |  170.00 pts   |  -510.00 pts  |   28.33 pts   |  -102.00 pts  |   R$ -68.00   |  R$ -136.00   |  R$ -204.00   |  R$ -272.00   |  R$ -340.00   
|   16:50:01    |               |               | R$ 114005.00  |               |               |  -340.00 pts  |      11       |       5       |       6       |    54.55%     |  170.00 pts   |  -510.00 pts  |   28.33 pts   |  -102.00 pts  |   R$ -68.00   |  R$ -136.00   |  R$ -204.00   |  R$ -272.00   |  R$ -340.00   
|   16:51:01    |               |               | R$ 113990.00  |               |               |  -340.00 pts  |      11       |       5       |       6       |    54.55%     |  170.00 pts   |  -510.00 pts  |   28.33 pts   |  -102.00 pts  |   R$ -68.00   |  R$ -136.00   |  R$ -204.00   |  R$ -272.00   |  R$ -340.00   
|   16:52:01    |               |               | R$ 114020.00  |               |               |  -340.00 pts  |      11       |       5       |       6       |    54.55%     |  170.00 pts   |  -510.00 pts  |   28.33 pts   |  -102.00 pts  |   R$ -68.00   |  R$ -136.00   |  R$ -204.00   |  R$ -272.00   |  R$ -340.00   
|   16:53:00    |               |               | R$ 114015.00  |               |               |  -340.00 pts  |      11       |       5       |       6       |    54.55%     |  170.00 pts   |  -510.00 pts  |   28.33 pts   |  -102.00 pts  |   R$ -68.00   |  R$ -136.00   |  R$ -204.00   |  R$ -272.00   |  R$ -340.00   
|   16:54:01    |               |               | R$ 114020.00  |               |               |  -340.00 pts  |      11       |       5       |       6       |    54.55%     |  170.00 pts   |  -510.00 pts  |   28.33 pts   |  -102.00 pts  |   R$ -68.00   |  R$ -136.00   |  R$ -204.00   |  R$ -272.00   |  R$ -340.00   
