,date_time,open,high,low,close
0,20/12/2019 11:44:00,115220.0,115280.0,115220.0,115265.0
1,20/12/2019 11:45:02,115265.0,115295.0,115265.0,115265.0
2,20/12/2019 11:46:01,115265.0,115300.0,115250.0,115250.0
3,20/12/2019 11:47:02,115250.0,115270.0,115225.0,115225.0
4,20/12/2019 11:48:00,115230.0,115260.0,115230.0,115260.0
5,20/12/2019 11:49:01,115260.0,115275.0,115245.0,115265.0
6,20/12/2019 11:50:00,115265.0,115335.0,115265.0,115320.0
7,20/12/2019 11:51:01,115320.0,115340.0,115285.0,115315.0
8,20/12/2019 11:52:00,115320.0,115355.0,115320.0,115320.0
9,20/12/2019 11:53:01,115320.0,115330.0,115300.0,115300.0
10,20/12/2019 11:54:02,115300.0,115340.0,115300.0,115320.0
11,20/12/2019 11:55:01,115320.0,115345.0,115280.0,115295.0
12,20/12/2019 11:56:00,115295.0,115315.0,115280.0,115290.0
13,20/12/2019 11:57:01,115290.0,115405.0,115285.0,115385.0
14,20/12/2019 11:58:01,115365.0,115375.0,115355.0,115355.0
15,20/12/2019 11:59:01,115355.0,115360.0,115325.0,115345.0
16,20/12/2019 12:00:01,115345.0,115375.0,115325.0,115355.0
17,20/12/2019 12:01:00,115355.0,115385.0,115345.0,115375.0
18,20/12/2019 12:02:00,115375.0,115375.0,115325.0,115330.0
19,20/12/2019 12:03:00,115340.0,115360.0,115330.0,115360.0
20,20/12/2019 12:04:02,115360.0,115380.0,115330.0,115380.0
21,20/12/2019 12:05:01,115380.0,115385.0,115335.0,115345.0
22,20/12/2019 12:06:00,115345.0,115345.0,115225.0,115245.0
23,20/12/2019 12:07:00,115230.0,115230.0,115190.0,115200.0
24,20/12/2019 12:08:00,115200.0,115230.0,115200.0,115220.0
25,20/12/2019 12:09:02,115220.0,115235.0,115210.0,115225.0
26,20/12/2019 12:10:00,115225.0,115225.0,115185.0,115195.0
27,20/12/2019 12:11:01,115195.0,115210.0,115185.0,115205.0
28,20/12/2019 12:12:00,115205.0,115220.0,115175.0,115220.0
29,20/12/2019 12:13:01,115220.0,115220.0,115190.0,115200.0
30,20/12/2019 12:14:01,115200.0,115225.0,115165.0,115170.0
31,20/12/2019 12:15:05,115185.0,115190.0,115170.0,115180.0
32,20/12/2019 12:16:00,115185.0,115185.0,115160.0,115185.0
33,20/12/2019 12:17:00,115190.0,115190.0,115165.0,115170.0
34,20/12/2019 12:18:01,115160.0,115190.0,115160.0,115185.0
35,20/12/2019 12:19:00,115180.0,115225.0,115180.0,115210.0
36,20/12/2019 12:20:02,115210.0,115235.0,115200.0,115210.0
37,20/12/2019 12:21:00,115210.0,115225.0,115180.0,115215.0
38,20/12/2019 12:22:00,115215.0,115260.0,115215.0,115250.0
39,20/12/2019 12:23:01,115250.0,115280.0,115250.0,115270.0
