,date_time,open,high,low,close
0,21/11/2019 14:56:00,106830.0,106860.0,106830.0,106860.0
1,21/11/2019 14:57:00,106855.0,106855.0,106830.0,106840.0
2,21/11/2019 14:58:00,106830.0,106855.0,106820.0,106850.0
3,21/11/2019 14:59:01,106850.0,106850.0,106830.0,106830.0
4,21/11/2019 15:00:02,106830.0,106835.0,106825.0,106825.0
5,21/11/2019 15:01:01,106825.0,106825.0,106775.0,106785.0
6,21/11/2019 15:02:01,106785.0,106795.0,106775.0,106780.0
7,21/11/2019 15:03:00,106780.0,106785.0,106770.0,106780.0
8,21/11/2019 15:04:01,106780.0,106820.0,106775.0,106800.0
9,21/11/2019 15:05:15,106800.0,106805.0,106785.0,106795.0
10,21/11/2019 15:06:01,106795.0,106810.0,106795.0,106810.0
11,21/11/2019 15:07:00,106805.0,106805.0,106785.0,106785.0
12,21/11/2019 15:08:00,106795.0,106805.0,106790.0,106805.0
13,21/11/2019 15:09:01,106805.0,106810.0,106790.0,106795.0
14,21/11/2019 15:10:00,106795.0,106805.0,106785.0,106805.0
15,21/11/2019 15:11:00,106800.0,106875.0,106800.0,106825.0
16,21/11/2019 15:12:00,106830.0,106885.0,106830.0,106885.0
17,21/11/2019 15:13:04,106885.0,106915.0,106875.0,106915.0
18,21/11/2019 15:14:01,106915.0,106970.0,106910.0,106945.0
19,21/11/2019 15:15:01,106945.0,107005.0,106930.0,107005.0
20,21/11/2019 15:16:00,107005.0,107040.0,106995.0,106995.0
21,21/11/2019 15:17:00,106995.0,107000.0,106970.0,106980.0
22,21/11/2019 15:18:00,106980.0,106990.0,106970.0,106980.0
23,21/11/2019 15:19:01,106980.0,106980.0,106960.0,106970.0
24,21/11/2019 15:20:01,106970.0,106970.0,106935.0,106940.0
25,21/11/2019 15:21:00,106940.0,106950.0,106915.0,106950.0
26,21/11/2019 15:22:00,106970.0,107020.0,106970.0,106990.0
27,21/11/2019 15:23:01,106990.0,106995.0,106975.0,106980.0
28,21/11/2019 15:24:01,106995.0,107000.0,106970.0,107000.0
29,21/11/2019 15:25:01,107000.0,107000.0,106980.0,106990.0
30,21/11/2019 15:26:00,106990.0,106995.0,106970.0,106975.0
31,21/11/2019 15:27:00,106975.0,106990.0,106965.0,106970.0
32,21/11/2019 15:28:11,106970.0,106970.0,106940.0,106940.0
33,21/11/2019 15:29:00,106940.0,106960.0,106930.0,106930.0
34,21/11/2019 15:30:02,106930.0,106935.0,106915.0,106930.0
35,21/11/2019 15:31:03,106930.0,106940.0,106925.0,106925.0
36,21/11/2019 15:32:00,106925.0,106925.0,106890.0,106900.0
37,21/11/2019 15:33:00,106910.0,106910.0,106900.0,106905.0
38,21/11/2019 15:34:00,106905.0,106920.0,106905.0,106920.0
39,21/11/2019 15:35:00,106920.0,106945.0,106920.0,106945.0
40,21/11/2019 15:36:02,106945.0,106965.0,106915.0,106965.0
41,21/11/2019 15:37:00,106965.0,106975.0,106950.0,106950.0
42,21/11/2019 15:38:01,106950.0,106955.0,106935.0,106935.0
43,21/11/2019 15:39:01,106935.0,106965.0,106935.0,106950.0
44,21/11/2019 15:40:00,106950.0,106990.0,106945.0,106990.0
45,21/11/2019 15:41:01,106990.0,107015.0,106985.0,106985.0
46,21/11/2019 15:42:01,106980.0,106985.0,106960.0,106985.0
47,21/11/2019 15:43:00,106985.0,106985.0,106975.0,106985.0
48,21/11/2019 15:44:02,106990.0,106990.0,106950.0,106955.0
49,21/11/2019 15:45:00,106955.0,106965.0,106945.0,106955.0
50,21/11/2019 15:46:00,106955.0,106970.0,106955.0,106955.0
51,21/11/2019 15:47:00,106980.0,106980.0,106950.0,106975.0
52,21/11/2019 15:48:01,106975.0,106975.0,106965.0,106965.0
53,21/11/2019 15:49:01,106965.0,106975.0,106950.0,106975.0
54,21/11/2019 15:50:00,106975.0,107020.0,106975.0,107015.0
55,21/11/2019 15:51:00,107015.0,107080.0,107015.0,107070.0
56,21/11/2019 15:52:00,107070.0,107070.0,107015.0,107020.0
57,21/11/2019 15:53:00,107020.0,107030.0,107005.0,107020.0
58,21/11/2019 15:54:00,107020.0,107025.0,107000.0,107005.0
59,21/11/2019 15:55:00,107005.0,107020.0,106990.0,107010.0
60,21/11/2019 15:56:01,107010.0,107030.0,107010.0,107025.0
61,21/11/2019 15:57:01,107025.0,107040.0,107025.0,107030.0
62,21/11/2019 15:58:00,107025.0,107045.0,107025.0,107030.0
63,21/11/2019 15:59:01,107030.0,107045.0,107020.0,107020.0
64,21/11/2019 16:00:02,107020.0,107020.0,106985.0,107010.0
65,21/11/2019 16:01:00,107010.0,107045.0,107005.0,107040.0
66,21/11/2019 16:02:00,107040.0,107040.0,107030.0,107030.0
67,21/11/2019 16:03:00,107070.0,107070.0,107045.0,107055.0
68,21/11/2019 16:04:01,107050.0,107065.0,107045.0,107045.0
69,21/11/2019 16:05:01,107045.0,107050.0,107025.0,107045.0
70,21/11/2019 16:06:00,107045.0,107070.0,107045.0,107070.0
71,21/11/2019 16:07:00,107070.0,107070.0,107045.0,107055.0
72,21/11/2019 16:08:02,107055.0,107080.0,107050.0,107060.0
73,21/11/2019 16:09:00,107060.0,107085.0,107060.0,107080.0
74,21/11/2019 16:10:01,107080.0,107090.0,107060.0,107060.0
75,21/11/2019 16:11:04,107065.0,107090.0,107060.0,107080.0
76,21/11/2019 16:12:01,107080.0,107130.0,107080.0,107130.0
77,21/11/2019 16:13:00,107130.0,107150.0,107120.0,107145.0
78,21/11/2019 16:14:01,107145.0,107145.0,107125.0,107125.0
79,21/11/2019 16:15:03,107125.0,107125.0,107105.0,107110.0
80,21/11/2019 16:16:01,107110.0,107125.0,107100.0,107125.0
81,21/11/2019 16:17:00,107125.0,107125.0,107100.0,107100.0
82,21/11/2019 16:18:06,107100.0,107130.0,107100.0,107110.0
83,21/11/2019 16:19:00,107115.0,107140.0,107115.0,107140.0
84,21/11/2019 16:20:00,107140.0,107140.0,107035.0,107065.0
85,21/11/2019 16:21:00,107065.0,107090.0,107065.0,107090.0
86,21/11/2019 16:22:00,107095.0,107160.0,107095.0,107150.0
87,21/11/2019 16:23:00,107140.0,107200.0,107140.0,107180.0
88,21/11/2019 16:24:01,107180.0,107190.0,107155.0,107160.0
89,21/11/2019 16:25:01,107160.0,107180.0,107140.0,107160.0
90,21/11/2019 16:26:01,107160.0,107185.0,107145.0,107170.0
91,21/11/2019 16:27:00,107170.0,107170.0,107155.0,107160.0
92,21/11/2019 16:28:00,107160.0,107175.0,107140.0,107150.0
93,21/11/2019 16:29:00,107150.0,107155.0,107135.0,107140.0
94,21/11/2019 16:30:01,107140.0,107155.0,107130.0,107135.0
95,21/11/2019 16:31:00,107135.0,107155.0,107125.0,107145.0
96,21/11/2019 16:32:02,107145.0,107145.0,107120.0,107130.0
97,21/11/2019 16:33:01,107130.0,107150.0,107130.0,107145.0
98,21/11/2019 16:34:00,107145.0,107160.0,107140.0,107155.0
99,21/11/2019 16:35:01,107170.0,107175.0,107155.0,107175.0
100,21/11/2019 16:36:00,107175.0,107230.0,107175.0,107195.0
101,21/11/2019 16:37:00,107195.0,107205.0,107195.0,107200.0
102,21/11/2019 16:38:01,107200.0,107225.0,107195.0,107220.0
103,21/11/2019 16:39:01,107220.0,107225.0,107200.0,107210.0
104,21/11/2019 16:40:05,107210.0,107220.0,107190.0,107215.0
105,21/11/2019 16:41:00,107215.0,107240.0,107215.0,107225.0
106,21/11/2019 16:42:00,107225.0,107230.0,107200.0,107220.0
107,21/11/2019 16:43:00,107220.0,107230.0,107210.0,107220.0
108,21/11/2019 16:44:00,107220.0,107220.0,107210.0,107215.0
109,21/11/2019 16:45:01,107215.0,107240.0,107205.0,107240.0
110,21/11/2019 16:46:01,107240.0,107250.0,107235.0,107235.0
111,21/11/2019 16:47:01,107235.0,107265.0,107235.0,107255.0
112,21/11/2019 16:48:00,107255.0,107265.0,107255.0,107255.0
113,21/11/2019 16:49:01,107255.0,107295.0,107250.0,107295.0
