,close,date_time,high,low,open
90,113200.0,16/12/2019 10:32:00,113225.0,113195.0,113225.0
91,113190.0,16/12/2019 10:33:00,113195.0,113180.0,113185.0
92,113195.0,16/12/2019 10:34:00,113200.0,113185.0,113185.0
93,113195.0,16/12/2019 10:35:01,113200.0,113195.0,113195.0
94,113190.0,16/12/2019 10:36:00,113215.0,113190.0,113195.0
95,113185.0,16/12/2019 10:37:01,113205.0,113185.0,113190.0
96,113150.0,16/12/2019 10:38:01,113190.0,113130.0,113185.0
97,113090.0,16/12/2019 10:39:00,113150.0,113090.0,113145.0
98,113180.0,16/12/2019 10:40:00,113180.0,113085.0,113090.0
99,113150.0,16/12/2019 10:41:00,113180.0,113150.0,113180.0
100,113135.0,16/12/2019 10:42:00,113150.0,113130.0,113145.0
101,113125.0,16/12/2019 10:43:01,113145.0,113125.0,113135.0
102,113125.0,16/12/2019 10:44:01,113125.0,113115.0,113125.0
103,113155.0,16/12/2019 10:45:00,113155.0,113115.0,113120.0
104,113130.0,16/12/2019 10:46:00,113155.0,113130.0,113155.0
105,113125.0,16/12/2019 10:47:00,113140.0,113125.0,113130.0
106,113130.0,16/12/2019 10:48:00,113135.0,113125.0,113125.0
107,113130.0,16/12/2019 10:49:00,113135.0,113100.0,113130.0
108,113125.0,16/12/2019 10:50:01,113145.0,113125.0,113130.0
109,113135.0,16/12/2019 10:51:00,113140.0,113115.0,113130.0
110,113105.0,16/12/2019 10:52:00,113135.0,113100.0,113135.0
111,113115.0,16/12/2019 10:53:00,113120.0,113095.0,113105.0
112,113065.0,16/12/2019 10:54:00,113115.0,113060.0,113115.0
113,113105.0,16/12/2019 10:55:01,113105.0,113070.0,113070.0
114,113210.0,16/12/2019 10:56:00,113210.0,113100.0,113105.0
115,113195.0,16/12/2019 10:57:01,113210.0,113185.0,113210.0
116,113185.0,16/12/2019 10:58:01,113200.0,113185.0,113190.0
117,113180.0,16/12/2019 10:59:00,113195.0,113170.0,113185.0
118,113180.0,16/12/2019 11:00:02,113190.0,113175.0,113180.0
119,113185.0,16/12/2019 11:01:00,113185.0,113175.0,113175.0
120,113340.0,16/12/2019 11:02:00,113340.0,113170.0,113185.0
121,113270.0,16/12/2019 11:03:01,113340.0,113260.0,113340.0
122,113290.0,16/12/2019 11:04:01,113290.0,113255.0,113265.0
123,113275.0,16/12/2019 11:05:00,113335.0,113275.0,113290.0
124,113275.0,16/12/2019 11:06:00,113285.0,113270.0,113275.0
125,113290.0,16/12/2019 11:07:01,113290.0,113270.0,113275.0
126,113280.0,16/12/2019 11:08:01,113290.0,113280.0,113285.0
127,113285.0,16/12/2019 11:09:01,113285.0,113275.0,113280.0
128,113315.0,16/12/2019 11:10:01,113315.0,113275.0,113280.0
129,113295.0,16/12/2019 11:11:01,113325.0,113295.0,113315.0
130,113310.0,16/12/2019 11:12:01,113315.0,113290.0,113295.0
131,113290.0,16/12/2019 11:13:00,113310.0,113290.0,113310.0
132,113265.0,16/12/2019 11:14:00,113290.0,113265.0,113290.0
133,113255.0,16/12/2019 11:15:00,113265.0,113245.0,113265.0
134,113250.0,16/12/2019 11:16:01,113265.0,113240.0,113255.0
135,113255.0,16/12/2019 11:17:00,113260.0,113245.0,113250.0
136,113225.0,16/12/2019 11:18:00,113260.0,113225.0,113255.0
137,113230.0,16/12/2019 11:19:00,113240.0,113225.0,113225.0
138,113230.0,16/12/2019 11:20:09,113230.0,113220.0,113230.0
139,113230.0,16/12/2019 11:21:01,113235.0,113220.0,113235.0
140,113215.0,16/12/2019 11:22:00,113235.0,113215.0,113235.0
141,113220.0,16/12/2019 11:23:01,113225.0,113215.0,113215.0
142,113210.0,16/12/2019 11:24:00,113225.0,113205.0,113220.0
143,113200.0,16/12/2019 11:25:00,113215.0,113190.0,113210.0
144,113215.0,16/12/2019 11:26:01,113220.0,113185.0,113200.0
145,113195.0,16/12/2019 11:27:00,113220.0,113195.0,113220.0
146,113165.0,16/12/2019 11:28:00,113195.0,113165.0,113195.0
147,113190.0,16/12/2019 11:29:00,113200.0,113165.0,113165.0
148,113200.0,16/12/2019 11:30:01,113250.0,113180.0,113190.0
149,113215.0,16/12/2019 11:31:00,113215.0,113065.0,113185.0
150,113205.0,16/12/2019 11:32:00,113220.0,113190.0,113215.0
151,113260.0,16/12/2019 11:33:01,113265.0,113205.0,113205.0
152,113220.0,16/12/2019 11:34:04,113260.0,113220.0,113260.0
153,113220.0,16/12/2019 11:35:04,113230.0,113185.0,113185.0
154,113195.0,16/12/2019 11:36:01,113255.0,113185.0,113215.0
155,113205.0,16/12/2019 11:37:00,113215.0,113185.0,113195.0
156,113200.0,16/12/2019 11:38:00,113235.0,113190.0,113205.0
157,113210.0,16/12/2019 11:39:00,113215.0,113195.0,113200.0
158,113185.0,16/12/2019 11:40:00,113235.0,113185.0,113210.0
159,113215.0,16/12/2019 11:41:01,113215.0,113175.0,113175.0
160,113220.0,16/12/2019 11:42:00,113225.0,113205.0,113215.0
161,113185.0,16/12/2019 11:43:01,113225.0,113185.0,113220.0
162,113185.0,16/12/2019 11:44:01,113190.0,113175.0,113185.0
163,113050.0,16/12/2019 11:45:00,113180.0,113050.0,113180.0
164,113105.0,16/12/2019 11:46:03,113105.0,113030.0,113030.0
165,113125.0,16/12/2019 11:47:01,113145.0,113095.0,113095.0
166,113135.0,16/12/2019 11:48:03,113165.0,113125.0,113125.0
167,113135.0,16/12/2019 11:49:01,113165.0,113130.0,113130.0
168,113150.0,16/12/2019 11:50:02,113160.0,113135.0,113135.0
169,113175.0,16/12/2019 11:51:03,113190.0,113135.0,113145.0
170,113265.0,16/12/2019 11:52:00,113285.0,113175.0,113175.0
171,113250.0,16/12/2019 11:53:00,113265.0,113225.0,113265.0
172,113210.0,16/12/2019 11:54:00,113260.0,113210.0,113245.0
173,113145.0,16/12/2019 11:55:00,113220.0,113140.0,113210.0
174,113140.0,16/12/2019 11:56:02,113150.0,113115.0,113145.0
175,113120.0,16/12/2019 11:57:01,113140.0,113110.0,113140.0
176,113110.0,16/12/2019 11:58:03,113120.0,113090.0,113115.0
177,113110.0,16/12/2019 11:59:00,113110.0,113085.0,113110.0
178,113085.0,16/12/2019 12:00:12,113110.0,113085.0,113110.0
179,113090.0,16/12/2019 12:01:02,113110.0,113080.0,113085.0
180,113145.0,16/12/2019 12:02:00,113145.0,113085.0,113090.0
181,113125.0,16/12/2019 12:03:01,113145.0,113120.0,113145.0
182,113145.0,16/12/2019 12:04:02,113155.0,113110.0,113110.0
183,113155.0,16/12/2019 12:05:00,113155.0,113130.0,113150.0
184,113160.0,16/12/2019 12:06:00,113185.0,113130.0,113185.0
185,113105.0,16/12/2019 12:07:00,113160.0,113105.0,113160.0
186,113160.0,16/12/2019 12:08:00,113160.0,113095.0,113095.0
187,113130.0,16/12/2019 12:09:01,113150.0,113120.0,113150.0
188,113105.0,16/12/2019 12:10:00,113135.0,113095.0,113130.0
189,113120.0,16/12/2019 12:11:00,113120.0,113095.0,113105.0
190,113145.0,16/12/2019 12:12:00,113145.0,113105.0,113120.0
191,113155.0,16/12/2019 12:13:00,113160.0,113125.0,113145.0
192,113120.0,16/12/2019 12:14:01,113165.0,113120.0,113155.0
193,113095.0,16/12/2019 12:15:02,113125.0,113095.0,113120.0
194,113125.0,16/12/2019 12:16:01,113125.0,113100.0,113100.0
195,113090.0,16/12/2019 12:17:01,113130.0,113085.0,113125.0
196,113100.0,16/12/2019 12:18:00,113100.0,113075.0,113090.0
197,113125.0,16/12/2019 12:19:00,113140.0,113100.0,113100.0
198,113160.0,16/12/2019 12:20:02,113165.0,113125.0,113125.0
199,113165.0,16/12/2019 12:21:00,113175.0,113145.0,113160.0
200,113170.0,16/12/2019 12:22:01,113170.0,113150.0,113165.0
201,113165.0,16/12/2019 12:23:02,113180.0,113165.0,113170.0
202,113150.0,16/12/2019 12:24:01,113175.0,113145.0,113175.0
203,113135.0,16/12/2019 12:25:01,113150.0,113135.0,113150.0
204,113145.0,16/12/2019 12:26:02,113160.0,113130.0,113135.0
205,113135.0,16/12/2019 12:27:01,113150.0,113135.0,113145.0
206,113155.0,16/12/2019 12:28:01,113155.0,113135.0,113135.0
207,113160.0,16/12/2019 12:29:02,113170.0,113145.0,113155.0
208,113140.0,16/12/2019 12:30:31,113155.0,113140.0,113140.0
209,113140.0,16/12/2019 12:31:00,113155.0,113140.0,113140.0
210,113140.0,16/12/2019 12:32:00,113155.0,113140.0,113140.0
211,113150.0,16/12/2019 12:33:00,113155.0,113140.0,113140.0
212,113150.0,16/12/2019 12:34:01,113155.0,113140.0,113150.0
213,113130.0,16/12/2019 12:35:00,113155.0,113125.0,113150.0
214,113125.0,16/12/2019 12:36:00,113130.0,113115.0,113130.0
215,113130.0,16/12/2019 12:37:01,113130.0,113115.0,113125.0
216,113125.0,16/12/2019 12:38:02,113140.0,113125.0,113130.0
217,113125.0,16/12/2019 12:39:00,113130.0,113115.0,113120.0
218,113145.0,16/12/2019 12:40:00,113145.0,113125.0,113125.0
219,113140.0,16/12/2019 12:41:01,113145.0,113130.0,113145.0
220,113150.0,16/12/2019 12:42:00,113150.0,113140.0,113150.0
221,113155.0,16/12/2019 12:43:03,113160.0,113145.0,113150.0
222,113200.0,16/12/2019 12:44:02,113225.0,113155.0,113155.0
223,113225.0,16/12/2019 12:45:02,113225.0,113195.0,113200.0
224,113235.0,16/12/2019 12:46:00,113240.0,113220.0,113220.0
225,113210.0,16/12/2019 12:47:01,113230.0,113210.0,113225.0
226,113225.0,16/12/2019 12:48:01,113225.0,113200.0,113210.0
227,113205.0,16/12/2019 12:49:00,113225.0,113190.0,113225.0
228,113195.0,16/12/2019 12:50:01,113220.0,113185.0,113210.0
229,113210.0,16/12/2019 12:51:04,113215.0,113190.0,113190.0
230,113195.0,16/12/2019 12:52:00,113210.0,113190.0,113210.0
231,113200.0,16/12/2019 12:53:00,113200.0,113190.0,113190.0
232,113220.0,16/12/2019 12:54:00,113230.0,113190.0,113195.0
233,113230.0,16/12/2019 12:55:04,113230.0,113225.0,113230.0
234,113235.0,16/12/2019 12:56:01,113235.0,113205.0,113230.0
235,113290.0,16/12/2019 12:57:01,113325.0,113230.0,113235.0
236,113260.0,16/12/2019 12:58:01,113290.0,113260.0,113290.0
237,113240.0,16/12/2019 12:59:03,113285.0,113240.0,113285.0
238,113235.0,16/12/2019 13:00:03,113250.0,113235.0,113240.0
239,113245.0,16/12/2019 13:01:00,113245.0,113230.0,113235.0
240,113245.0,16/12/2019 13:02:00,113245.0,113225.0,113240.0
241,113265.0,16/12/2019 13:03:01,113265.0,113245.0,113245.0
242,113255.0,16/12/2019 13:04:01,113265.0,113250.0,113255.0
243,113235.0,16/12/2019 13:05:00,113260.0,113235.0,113255.0
244,113225.0,16/12/2019 13:06:00,113245.0,113225.0,113230.0
245,113265.0,16/12/2019 13:07:07,113265.0,113220.0,113220.0
246,113290.0,16/12/2019 13:08:00,113295.0,113265.0,113265.0
247,113280.0,16/12/2019 13:09:05,113295.0,113280.0,113290.0
248,113275.0,16/12/2019 13:10:03,113280.0,113265.0,113280.0
249,113270.0,16/12/2019 13:11:00,113280.0,113265.0,113270.0
250,113285.0,16/12/2019 13:12:03,113285.0,113270.0,113270.0
251,113270.0,16/12/2019 13:13:01,113285.0,113270.0,113285.0
252,113275.0,16/12/2019 13:14:00,113280.0,113270.0,113270.0
253,113265.0,16/12/2019 13:15:00,113290.0,113265.0,113275.0
254,113255.0,16/12/2019 13:16:02,113275.0,113250.0,113265.0
255,113240.0,16/12/2019 13:17:01,113255.0,113235.0,113255.0
256,113220.0,16/12/2019 13:18:01,113240.0,113220.0,113240.0
257,113240.0,16/12/2019 13:19:00,113240.0,113215.0,113220.0
258,113225.0,16/12/2019 13:20:01,113240.0,113225.0,113235.0
259,113225.0,16/12/2019 13:21:00,113230.0,113220.0,113225.0
260,113225.0,16/12/2019 13:22:01,113240.0,113225.0,113225.0
261,113235.0,16/12/2019 13:23:00,113240.0,113225.0,113225.0
262,113210.0,16/12/2019 13:24:00,113255.0,113200.0,113235.0
263,113220.0,16/12/2019 13:25:01,113220.0,113205.0,113220.0
264,113220.0,16/12/2019 13:26:01,113225.0,113210.0,113215.0
265,113220.0,16/12/2019 13:27:00,113230.0,113215.0,113220.0
266,113225.0,16/12/2019 13:28:09,113230.0,113220.0,113225.0
267,113245.0,16/12/2019 13:29:01,113245.0,113225.0,113225.0
268,113235.0,16/12/2019 13:30:00,113250.0,113230.0,113250.0
269,113245.0,16/12/2019 13:31:01,113245.0,113225.0,113235.0
270,113245.0,16/12/2019 13:32:00,113250.0,113240.0,113245.0
271,113240.0,16/12/2019 13:33:01,113260.0,113240.0,113250.0
272,113245.0,16/12/2019 13:34:01,113250.0,113235.0,113240.0
273,113235.0,16/12/2019 13:35:01,113245.0,113230.0,113245.0
274,113225.0,16/12/2019 13:36:01,113235.0,113215.0,113235.0
275,113225.0,16/12/2019 13:37:01,113230.0,113225.0,113225.0
276,113235.0,16/12/2019 13:38:01,113240.0,113225.0,113225.0
277,113240.0,16/12/2019 13:39:00,113240.0,113230.0,113235.0
278,113285.0,16/12/2019 13:40:00,113285.0,113240.0,113245.0
279,113275.0,16/12/2019 13:41:01,113285.0,113260.0,113285.0
280,113270.0,16/12/2019 13:42:00,113275.0,113265.0,113270.0
281,113280.0,16/12/2019 13:43:00,113280.0,113265.0,113270.0
282,113255.0,16/12/2019 13:44:02,113280.0,113255.0,113280.0
283,113240.0,16/12/2019 13:45:01,113255.0,113225.0,113255.0
284,113250.0,16/12/2019 13:46:00,113250.0,113240.0,113245.0
285,113245.0,16/12/2019 13:47:00,113250.0,113240.0,113240.0
286,113240.0,16/12/2019 13:48:00,113255.0,113240.0,113245.0
287,113215.0,16/12/2019 13:49:01,113240.0,113215.0,113240.0
288,113220.0,16/12/2019 13:50:00,113230.0,113210.0,113215.0
289,113165.0,16/12/2019 13:51:01,113230.0,113155.0,113220.0
290,113145.0,16/12/2019 13:52:00,113185.0,113125.0,113185.0
291,113160.0,16/12/2019 13:53:00,113160.0,113145.0,113145.0
292,113150.0,16/12/2019 13:54:01,113165.0,113145.0,113155.0
293,113170.0,16/12/2019 13:55:00,113170.0,113150.0,113150.0
294,113160.0,16/12/2019 13:56:01,113175.0,113150.0,113170.0
295,113160.0,16/12/2019 13:57:00,113160.0,113145.0,113160.0
296,113160.0,16/12/2019 13:58:00,113160.0,113155.0,113160.0
297,113165.0,16/12/2019 13:59:00,113165.0,113155.0,113165.0
298,113175.0,16/12/2019 14:00:02,113180.0,113160.0,113165.0
299,113160.0,16/12/2019 14:01:01,113180.0,113155.0,113180.0
300,113165.0,16/12/2019 14:02:00,113165.0,113150.0,113160.0
301,113155.0,16/12/2019 14:03:00,113170.0,113155.0,113165.0
302,113215.0,16/12/2019 14:04:01,113215.0,113160.0,113160.0
303,113210.0,16/12/2019 14:05:00,113215.0,113195.0,113215.0
304,113205.0,16/12/2019 14:06:00,113215.0,113205.0,113210.0
305,113195.0,16/12/2019 14:07:01,113205.0,113195.0,113205.0
306,113190.0,16/12/2019 14:08:00,113215.0,113190.0,113200.0
307,113165.0,16/12/2019 14:09:01,113195.0,113160.0,113190.0
308,113170.0,16/12/2019 14:10:00,113170.0,113160.0,113165.0
309,113160.0,16/12/2019 14:11:00,113170.0,113150.0,113170.0
310,113160.0,16/12/2019 14:12:00,113160.0,113145.0,113155.0
311,113185.0,16/12/2019 14:13:01,113185.0,113155.0,113160.0
312,113195.0,16/12/2019 14:14:01,113195.0,113190.0,113190.0
313,113215.0,16/12/2019 14:15:00,113215.0,113195.0,113195.0
314,113205.0,16/12/2019 14:16:01,113215.0,113205.0,113215.0
315,113215.0,16/12/2019 14:17:00,113215.0,113200.0,113205.0
316,113215.0,16/12/2019 14:18:03,113215.0,113205.0,113215.0
317,113235.0,16/12/2019 14:19:01,113240.0,113205.0,113215.0
318,113200.0,16/12/2019 14:20:00,113235.0,113200.0,113235.0
319,113225.0,16/12/2019 14:21:00,113225.0,113190.0,113200.0
320,113220.0,16/12/2019 14:22:00,113225.0,113215.0,113225.0
321,113210.0,16/12/2019 14:23:00,113220.0,113205.0,113220.0
322,113195.0,16/12/2019 14:24:00,113210.0,113190.0,113210.0
323,113200.0,16/12/2019 14:25:01,113200.0,113185.0,113195.0
324,113205.0,16/12/2019 14:26:00,113205.0,113190.0,113195.0
325,113180.0,16/12/2019 14:27:00,113205.0,113180.0,113205.0
326,113185.0,16/12/2019 14:28:01,113190.0,113180.0,113180.0
327,113185.0,16/12/2019 14:29:01,113185.0,113175.0,113185.0
328,113165.0,16/12/2019 14:30:00,113185.0,113160.0,113185.0
329,113170.0,16/12/2019 14:31:04,113175.0,113165.0,113165.0
330,113175.0,16/12/2019 14:32:00,113195.0,113170.0,113170.0
331,113185.0,16/12/2019 14:33:01,113190.0,113170.0,113175.0
332,113175.0,16/12/2019 14:34:00,113195.0,113175.0,113185.0
333,113165.0,16/12/2019 14:35:00,113165.0,113160.0,113165.0
334,113170.0,16/12/2019 14:36:01,113180.0,113165.0,113165.0
335,113155.0,16/12/2019 14:37:00,113170.0,113145.0,113170.0
336,113165.0,16/12/2019 14:38:01,113170.0,113145.0,113155.0
337,113180.0,16/12/2019 14:39:00,113185.0,113160.0,113165.0
338,113195.0,16/12/2019 14:40:00,113215.0,113195.0,113215.0
339,113165.0,16/12/2019 14:41:00,113185.0,113165.0,113185.0
340,113175.0,16/12/2019 14:42:01,113175.0,113165.0,113165.0
341,113170.0,16/12/2019 14:43:00,113175.0,113165.0,113165.0
342,113170.0,16/12/2019 14:44:00,113175.0,113165.0,113170.0
343,113175.0,16/12/2019 14:45:00,113175.0,113160.0,113170.0
344,113165.0,16/12/2019 14:46:01,113175.0,113165.0,113175.0
345,113170.0,16/12/2019 14:47:01,113175.0,113165.0,113165.0
346,113170.0,16/12/2019 14:48:01,113180.0,113170.0,113170.0
347,113175.0,16/12/2019 14:49:01,113185.0,113170.0,113170.0
348,113165.0,16/12/2019 14:50:01,113180.0,113165.0,113175.0
349,113160.0,16/12/2019 14:51:00,113165.0,113140.0,113165.0
350,113170.0,16/12/2019 14:52:00,113175.0,113160.0,113160.0
351,113155.0,16/12/2019 14:53:00,113175.0,113155.0,113170.0
352,113150.0,16/12/2019 14:54:00,113155.0,113145.0,113155.0
353,113140.0,16/12/2019 14:55:00,113150.0,113140.0,113150.0
354,113160.0,16/12/2019 14:56:00,113160.0,113140.0,113145.0
355,113160.0,16/12/2019 14:57:00,113165.0,113155.0,113155.0
356,113170.0,16/12/2019 14:58:00,113175.0,113160.0,113160.0
357,113170.0,16/12/2019 14:59:01,113175.0,113165.0,113170.0
358,113180.0,16/12/2019 15:00:01,113180.0,113155.0,113170.0
359,113210.0,16/12/2019 15:01:00,113210.0,113180.0,113180.0
360,113205.0,16/12/2019 15:02:01,113230.0,113205.0,113210.0
361,113205.0,16/12/2019 15:03:00,113210.0,113205.0,113205.0
362,113200.0,16/12/2019 15:04:00,113205.0,113195.0,113205.0
363,113190.0,16/12/2019 15:05:00,113205.0,113190.0,113200.0
364,113200.0,16/12/2019 15:06:00,113200.0,113190.0,113190.0
365,113175.0,16/12/2019 15:07:01,113195.0,113175.0,113190.0
366,113185.0,16/12/2019 15:08:01,113185.0,113175.0,113175.0
367,113145.0,16/12/2019 15:09:00,113185.0,113140.0,113180.0
368,113155.0,16/12/2019 15:10:01,113160.0,113145.0,113145.0
369,113150.0,16/12/2019 15:11:01,113160.0,113150.0,113155.0
370,113165.0,16/12/2019 15:12:00,113165.0,113145.0,113150.0
371,113160.0,16/12/2019 15:13:00,113165.0,113155.0,113165.0
372,113150.0,16/12/2019 15:14:00,113165.0,113150.0,113160.0
373,113150.0,16/12/2019 15:15:01,113160.0,113140.0,113140.0
374,113140.0,16/12/2019 15:16:00,113150.0,113135.0,113150.0
375,113155.0,16/12/2019 15:17:01,113160.0,113140.0,113140.0
376,113150.0,16/12/2019 15:18:01,113155.0,113145.0,113155.0
377,113150.0,16/12/2019 15:19:00,113155.0,113145.0,113150.0
378,113145.0,16/12/2019 15:20:00,113150.0,113145.0,113150.0
379,113145.0,16/12/2019 15:21:00,113145.0,113140.0,113145.0
380,113150.0,16/12/2019 15:22:01,113150.0,113135.0,113135.0
381,113140.0,16/12/2019 15:23:01,113155.0,113140.0,113150.0
382,113135.0,16/12/2019 15:24:00,113145.0,113135.0,113145.0
383,113140.0,16/12/2019 15:25:00,113145.0,113135.0,113135.0
384,113105.0,16/12/2019 15:26:01,113140.0,113100.0,113140.0
385,113135.0,16/12/2019 15:27:01,113135.0,113105.0,113115.0
386,113110.0,16/12/2019 15:28:00,113135.0,113110.0,113135.0
387,113150.0,16/12/2019 15:29:02,113150.0,113110.0,113110.0
388,113145.0,16/12/2019 15:30:01,113165.0,113145.0,113150.0
389,113145.0,16/12/2019 15:31:00,113150.0,113140.0,113140.0
390,113145.0,16/12/2019 15:32:00,113145.0,113115.0,113145.0
391,113145.0,16/12/2019 15:33:00,113150.0,113140.0,113145.0
392,113120.0,16/12/2019 15:34:01,113145.0,113120.0,113145.0
393,113115.0,16/12/2019 15:35:00,113135.0,113115.0,113120.0
394,113115.0,16/12/2019 15:36:01,113120.0,113110.0,113115.0
395,113090.0,16/12/2019 15:37:00,113120.0,113090.0,113120.0
396,113085.0,16/12/2019 15:38:01,113085.0,113065.0,113075.0
397,113080.0,16/12/2019 15:39:00,113095.0,113075.0,113085.0
398,113040.0,16/12/2019 15:40:00,113085.0,113040.0,113085.0
